pattern	genes_matched	activities	pattern_mode	reviewed
anhydro	0		permissive	FALSE
carrageenan	0		permissive	FALSE
carrageenans	0		permissive	FALSE
carrageenase	4	kappa-carrageenase|ι-carrageenase|iota-carrageenase	strict	TRUE
galactosidase	0		permissive	FALSE
